Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
06/07/2016,18:34:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WISCONSIN AVE AT WILLOW LANE,,,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Warning,21-201(a1),Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol,
05/19/2016,20:31:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVENUE @ 16TH STREET,,,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2012,LEXUS,ES350,WHITE,Citation,21-201(a1),Transportation Article,No,BLACK,F,WASHINGTON,DC,DC,A - Marked Patrol,
05/19/2016,21:39:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,FENTON STREET @ COLESVILLE ROAD,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1988,CHEVROLET,MONTE CARLO,BLACK,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,ARLINGTON,VA,VA,A - Marked Patrol,
05/19/2016,21:39:00,MCP,"3rd district, Silver Spring",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,FENTON STREET @ COLESVILLE ROAD,,,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1988,CHEVROLET,MONTE CARLO,BLACK,Citation,21-301(a),Transportation Article,No,HISPANIC,M,ARLINGTON,VA,VA,A - Marked Patrol,
05/19/2016,16:05:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,COLESVILLE RD/ UNIVERSITY BLVD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HOND,4S,BLACK,Citation,13-401(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,18:08:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,COLESVILLE RD/ DALE DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,CHEV,TK,WHITE,Citation,16-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,18:08:00,MCP,"3rd district, Silver Spring",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,COLESVILLE RD/ DALE DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,CHEV,TK,WHITE,Citation,16-105(b1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,22:13:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,CRYSTAL ROCK @ CLOVERLEAR CENTER DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,DODGE,TK,SILVER,Citation,13-401(h),Transportation Article,No,BLACK,M,GERANTOWN,MD,MD,A - Marked Patrol,
05/19/2016,18:08:00,MCP,"3rd district, Silver Spring",DRIVER CHANGING LANES WHEN UNSAFE,COLESVILLE RD/ DALE DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,CHEV,TK,WHITE,Citation,21-309(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,00:24:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 50 MPH ZONE,COLUMBIA PIKE/ FAIRLAND RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,CHEV,SW,WHITE,Citation,21-801.1,Transportation Article,No,BLACK,M,WINDSOR MILL,MD,MD,A - Marked Patrol,
05/19/2016,00:24:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,COLUMBIA PIKE/ FAIRLAND RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,CHEV,SW,WHITE,Citation,21-801(a),Transportation Article,No,BLACK,M,WINDSOR MILL,MD,MD,A - Marked Patrol,
05/19/2016,00:24:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",COLUMBIA PIKE/ FAIRLAND RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,CHEV,SW,WHITE,Citation,21-901.1(b),Transportation Article,No,BLACK,M,WINDSOR MILL,MD,MD,A - Marked Patrol,
05/19/2016,00:24:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,COLUMBIA PIKE/ FAIRLAND RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,CHEV,SW,WHITE,Citation,21-902(a1),Transportation Article,No,BLACK,M,WINDSOR MILL,MD,MD,A - Marked Patrol,
05/19/2016,00:24:00,MCP,"3rd district, Silver Spring",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,COLUMBIA PIKE/ FAIRLAND RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,CHEV,SW,WHITE,Citation,21-902(a2),Transportation Article,No,BLACK,M,WINDSOR MILL,MD,MD,A - Marked Patrol,
05/19/2016,00:24:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,COLUMBIA PIKE/ FAIRLAND RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,CHEV,SW,WHITE,Citation,21-902(b1),Transportation Article,No,BLACK,M,WINDSOR MILL,MD,MD,A - Marked Patrol,
05/19/2016,15:01:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,GEORGIA AVE @ WELLER RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,FORD,VAN,WHITE,Citation,16-112(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,15:01:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVE @ WELLER RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,FORD,VAN,WHITE,Citation,16-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,15:01:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GEORGIA AVE @ WELLER RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,FORD,VAN,WHITE,Citation,16-303(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,15:01:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,GEORGIA AVE @ WELLER RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,FORD,VAN,WHITE,Citation,16-303(d),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,15:01:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,GEORGIA AVE @ WELLER RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,FORD,VAN,WHITE,Citation,21-309(b),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,00:35:00,MCP,"1st district, Rockville",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,355 / REDLAND RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,TOYT,4S,WHITE,Citation,21-405(e1),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
05/19/2016,23:29:00,MCP,"4th district, Wheaton",DRIVING WRONG WAY--ONE WAY STREET,TRIANGLE LANE @ REEDIE DR,,,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,1997,NISS,SENTRA,BEIGE,Citation,21-308(a),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,NC,A - Marked Patrol,
05/19/2016,23:29:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,TRIANGLE LANE @ REEDIE DR,,,No,No,No,No,No,Yes,No,No,No,No,MD,02 - Automobile,1997,NISS,SENTRA,BEIGE,Citation,16-101(a),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,NC,A - Marked Patrol,
05/19/2016,17:49:00,MCP,"2nd district, Bethesda",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,EAST WEST HWY/ GLENDALE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,SUBARU,OUTBACK,"BLUE, LIGHT",Citation,21-401,Transportation Article,Yes,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,
05/19/2016,17:49:00,MCP,"2nd district, Bethesda","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",EAST WEST HWY/ GLENDALE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,SUBARU,OUTBACK,"BLUE, LIGHT",Citation,21-901.1(b),Transportation Article,Yes,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,
05/19/2016,00:10:00,MCP,"5th district, Germantown",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,MIDDLEBROOK RD @ CRYSTAL ROCK DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,AUDI,A4,BLACK,Citation,16-101(a),Transportation Article,No,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol,
05/19/2016,00:10:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,MIDDLEBROOK RD @ CRYSTAL ROCK DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,AUDI,A4,BLACK,Citation,16-303(d),Transportation Article,No,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol,
05/19/2016,00:10:00,MCP,"5th district, Germantown","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",MIDDLEBROOK RD @ CRYSTAL ROCK DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,AUDI,A4,BLACK,Citation,16-303(h),Transportation Article,No,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol,
05/19/2016,00:10:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,MIDDLEBROOK RD @ CRYSTAL ROCK DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,AUDI,A4,BLACK,Citation,16-303(c),Transportation Article,No,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol,
05/19/2016,13:36:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 55 MPH ZONE,370 W/B @ 270,39.1205366667,-77.20172,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,LEXUS,SUV,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,M,DERWOOD,MD,MD,Q - Marked Laser,"(39.1205366666667, -77.20172)"
05/19/2016,17:51:00,MCP,Headquarters and Special Operations,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,14200 SHADY GROVE RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,BMW,X5,GRAY,Citation,21-1124.2(d2),Transportation Article,No,OTHER,M,POTOMAC,MD,MD,A - Marked Patrol,
05/19/2016,18:16:00,MCP,Headquarters and Special Operations,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,8650 BELLS MILL RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,TOYOTA,HIGHLANDER,BLUE,Citation,21-1124.2(d2),Transportation Article,No,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,
05/19/2016,18:41:00,MCP,Headquarters and Special Operations,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,8650 BELLS MILL RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HONDA,ACCORD,GRAY,Citation,21-1124.2(d2),Transportation Article,No,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,
05/19/2016,19:02:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,POSTOAK RD @ VICTORY LA,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,CRV,MAROON,Citation,21-707(a),Transportation Article,No,ASIAN,F,POTOMAC,MD,MD,A - Marked Patrol,
05/19/2016,19:09:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,POSTOAK RD @ VICTORY LA,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,ACCORD,BLACK,Citation,21-707(a),Transportation Article,No,OTHER,M,POTOMAC,MD,MD,A - Marked Patrol,
05/19/2016,23:31:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,932 HUNGERFORD DR N/B,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,VOLVO,S60,WHITE,Citation,21-801.1,Transportation Article,No,ASIAN,F,GAITHERSBURG,MD,MD,Q - Marked Laser,
05/19/2016,12:30:00,MCP,"4th district, Wheaton",DISPLAY SUSPENDED LIC.,SB GEORGIA AVE AND HEWITT AVE,39.0745783333,-77.0670916667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2015,FORD,VAN,WHITE,Citation,16-301(e),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,S - License Plate Recognition,"(39.0745783333333, -77.0670916666667)"
05/19/2016,11:07:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE RD / WAYNE AVE,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2012,CHEVY,TRUCK,SILVER,Citation,21-201(a1),Transportation Article,No,BLACK,M,WALDORF,MD,MD,A - Marked Patrol,
05/19/2016,23:42:00,MCP,"1st district, Rockville",DRIVER CHANGING LANES WHEN UNSAFE,355/ MT VERNON PL,39.0789666667,-77.1425866667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,NISSAN,ALTIMA,BLACK,Warning,21-309(b),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0789666666667, -77.1425866666667)"
05/19/2016,10:51:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE RD / WAYNE AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,SUV,SILVER,Warning,21-201(a1),Transportation Article,No,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,
05/19/2016,21:26:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,GRANDVIEW AVE/ENNALLS AVE,39.0412566667,-77.0484783333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,HONDA,CIVIC,WHITE,Warning,21-707(a),Transportation Article,No,HISPANIC,F,COLLEGE PARK,MD,MD,A - Marked Patrol,"(39.0412566666667, -77.0484783333333)"
05/19/2016,00:34:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,MIDDLEBROOK RD @ GREAT SENECA HWY,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,OLK,PASSAT,SILVER,Warning,22-226(a),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,
05/19/2016,00:34:00,MCP,"5th district, Germantown",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,MIDDLEBROOK RD @ GREAT SENECA HWY,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,OLK,PASSAT,SILVER,Warning,21-405(e1),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,
05/19/2016,23:32:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,CLARKSBURG RD @ 270,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,NISS,NV2500,WHITE,Warning,22-226(a),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,
05/19/2016,23:07:00,MCP,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,270  AT 124,39.1979566667,-77.2631233333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,FORD,TK,BLACK,Warning,21-801.1,Transportation Article,No,OTHER,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1979566666667, -77.2631233333333)"
05/19/2016,18:37:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,GEORGIA AVE @ SHOREFIELD RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,CIVIC,WHITE,Warning,21-309(b),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,18:37:00,MCP,"4th district, Wheaton",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,GEORGIA AVE @ SHOREFIELD RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,CIVIC,WHITE,Warning,22-406(i1),Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,21:45:00,MCP,"4th district, Wheaton",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,ENNALLS AVE @ GRANDVIEW AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2016,TOYOTA,TACOMA,SILVER,Warning,21-401,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,23:29:00,MCP,"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GUNNERS BRANCH RD @ FREDERICK RD,39.1013133333,-77.1796416667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,DODGE,MAGNUM,BLACK,Warning,13-409(b),Transportation Article,No,WHITE,F,POTOMAC,MD,MD,A - Marked Patrol,"(39.1013133333333, -77.1796416666667)"
05/19/2016,20:02:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,11612 MIDDLEBROOK RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,INFI,4S,BLACK,Warning,13-401(h),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,
05/19/2016,22:43:00,MCP,"3rd district, Silver Spring",CAUSING STANDING VEH. TO OBSTRUCT FREE VEH. PASSAGE OF ROADWAY,EAST WEST HIGHWAY/ 16TH STREET,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,SUBA,4S,BLACK,Warning,21-1001(b),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,22:43:00,MCP,"3rd district, Silver Spring",MOTOR VEH W/O REQUIRED STOP LAMPS EQUIPMENT,EAST WEST HIGHWAY/ 16TH STREET,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,SUBA,4S,BLACK,Warning,22-206(a),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,22:43:00,MCP,"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,EAST WEST HIGHWAY/ 16TH STREET,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,SUBA,4S,BLACK,Warning,21-1124.2(d2),Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,22:13:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,CLOPPER RD/GERMANTOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,HONDA,ODYSSEY,SILVER,Warning,21-204(b),Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,
05/19/2016,07:15:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE @ POSTGATE TERRACE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEVY,4S,BLUE,Warning,13-401(h),Transportation Article,No,BLACK,M,OXON HILL,MD,MD,A - Marked Patrol,
05/19/2016,11:33:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,GEORGIA AVE @ ASPEN HILL RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,MITS,TK,GREEN,Warning,21-309(b),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,13:06:00,MCP,"4th district, Wheaton",OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,VEIRS MILL ROAD @ RANDOLPH RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,BMW,4S,BLACK,Warning,22-406(i1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/19/2016,01:36:00,MCP,"1st district, Rockville",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,BOU AVE @ S/B 355,39.0537383333,-77.1173066667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2007,HONDA,VAN,GRAY,Warning,21-204(b),Transportation Article,No,BLACK,M,BURKE,VA,VA,A - Marked Patrol,"(39.0537383333333, -77.1173066666667)"
05/19/2016,18:37:00,MCP,"4th district, Wheaton",TAILLIGHTS (*),GEORGIA AVE @ SHOREFIELD RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,CIVIC,WHITE,ESERO,56*,,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol,
05/20/2016,16:41:00,MCP,"3rd district, Silver Spring",OPER. MOTOR VEH. WITH OPERATOR NOT RESTRAINED BY SEAT BELT,STEWART LANE AT OLD COLUMBIA PIKE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HYUNDAI,ELANTRA,BLUE,Citation,22-412.3(b),Transportation Article,No,BLACK,M,BOWIE,MD,MD,A - Marked Patrol,
05/20/2016,16:55:00,MCP,"3rd district, Silver Spring",DRIVER PERMITTING PERSON TO OCCUPY AREA OF VEHICLEPRIMARILY INTENDED TO CARRY CARGO,STEWART LANE AT OLD COLUMBIA PIKE,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1996,DODG,TK,GREEN,Citation,21-1107(b1),Transportation Article,No,ASIAN,M,COLLEGE PARK,MD,MD,A - Marked Patrol,
05/20/2016,18:09:00,MCP,"3rd district, Silver Spring",DRIVER CHANGING LANES WHEN UNSAFE,GEORGIA AVE/ THAYER AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYOTA,COROLLA,GRAY,Citation,21-309(b),Transportation Article,No,OTHER,M,SILVER SPRING,MD,VA,A - Marked Patrol,
05/20/2016,21:08:00,MCP,"5th district, Germantown",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,CLOPPER RD/WARING STATION RD,,,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2008,CHEVROLET,IMPALA,SILVER,Citation,21-310(a),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
05/20/2016,08:05:00,MCP,"4th district, Wheaton",UNSAFE BACKING OF MOTOR VEH.,11431 AMHERST AVE,,,No,Yes,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,CAMRY,BLACK,Citation,21-1102(a),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/20/2016,08:05:00,MCP,"4th district, Wheaton",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,11431 AMHERST AVE,,,No,Yes,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,CAMRY,BLACK,Citation,21-902(a1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/20/2016,08:05:00,MCP,"4th district, Wheaton",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,11431 AMHERST AVE,,,No,Yes,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,CAMRY,BLACK,Citation,21-902(a2),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/20/2016,08:05:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,11431 AMHERST AVE,,,No,Yes,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,CAMRY,BLACK,Citation,21-902(b1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,
05/20/2016,03:45:00,MCP,"4th district, Wheaton",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,RANDOLPH RD ON S/B GEORGIA AVE,39.058235,-77.0481266667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,JEEP,SUV,TAN,Citation,21-301(a),Transportation Article,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,"(39.058235, -77.0481266666667)"
